dialogue,label,meta,scenario_type,scenario_relationship,scenario_context,participants
"어 지금 걷는 중이야
어 나도
출산 선물 뭐로 할지 고민돼서 연락했어
음 나도 좀 생각해봤는데 괜찮은 게 많더라고
아 그럼 혹시 뭐 떠오르는 거 있어
응 베이비 옷이랑 장난감 생각하고 있어
진짜 아기 옷 너무 귀여워서 고르기 힘들겠어
내 말이 맞아 너무 많아
그리고 나도 장난감 쪽으로 눈이 자꾸 가더라
나도 똑같아 꼭 보고 싶어지는 걸
하나만 고르기 너무 힘들겠는걸
아 그러게 그럼 주말에 같이 가서 보자
좋아 주말에 어디에서 만날까
그럼 압구정역 근처에서 만날까
좋아 그럼 시간은 몇 시쯤으로 할래
음 한 2시쯤 괜찮아
오케이 그럼 주말에 만나서 보자
그래 조심해서 가
응 너도",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '다정함', 'topic': '출산 선물', 'emotion': '즐거움', 'call_environment': '이동 중', 'participants': ['양예진', '홍지헌']}",출산 선물 준비,친구,출산 선물 후보 논의,
"야 뭐해
난 지금 버스 타고 가는 중이야
아 그래
나도 지금 지하철에서 전화하는 중이야
우리가 출산 선물로 뭐 사줄까 고민했잖아
그치 그게 말이야 뭐가 좋을까
난 아기 옷 세트나 장난감 생각했는데
음 장난감도 좋겠다
그래 그럼 검색해볼까
응 괜찮아 바구니나 담요도 생각해봤어
그것도 좋지 아기 좋아할 거야
맞아 하하 근데 너무 비싼 건 안 돼
아 그렇지 너무 부담스러운 거 말고
응 그렇다 하더라도 좀 예쁜 거 고르자
완전 맞아 예쁜 걸로 찾자
오케이 그럼 내일 만나서 결정하자
좋아 연락할게
그래 나중에 보자
안녕",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '출산 선물 준비', 'tone': '다정함', 'topic': '출산 선물 후보 논의', 'emotion': '즐거움', 'call_environment': '이동 중', 'participants': ['장승현', '전하은']}",출산 선물 준비,친구,출산 선물 후보 논의,
"야 뭐해
어 지금 버스 타고 가는데 말한 거 생각나서
아 그래 그거 궁금했어 너희 애 책 좋아한다고 했잖아
맞아 진짜 책 보면 아주 좋아하는데
오 대박 혹시 어떤 책 읽혀
음 요즘은 동물 이야기 같은 거 좋아해 그게 상상력이 좋대
듣기만 해도 귀엽다 그러고 보니 너도 그런 책 있지 않아
어 맞아 나도 몇 개 있어 나중에 보여줄게
고마워 그럼 우리 나중에 만나서 같이 이야기하자
그래 나도 시간 되면 할 얘기도 많아
좋아 그럼 조심히 가고 나중에 봐
어 그럼 연락할게 나중에 보자",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '육아 정보 공유', 'tone': '협조적', 'topic': '아이 발달 관련 정보', 'emotion': '즐거움', 'call_environment': '이동 중', 'participants': ['홍지호', '손나은']}",육아 정보 공유,친구,아이 발달 관련 정보 공유,
"어 지금 바람 불어 좀 시끄러워 하늘아 잠깐 밖이야
어 거기 있구나 나도 지금 걷는 중이야 뭐 때문에 전화했어
저기 있잖아 요즘 내 애기가 발달이 조금 느린 것 같아서 걱정이 되더라고
아 진짜 어떤 부분에서 그래
그게 말이야 언어 쪽이 조금 느린 것 같아서 우려되네 소아과에 가봐야 하나
맞아 그럴 땐 전문가한테 한번 물어보는 것도 좋은 것 같아 난 예전에 상담 받았어
아 그래 어쨌든 고마워 어디쯤이야 나도 비슷한 상황이라 조언이 도움 될 것 같아
어떤 방법이 효과적인지 잘 알면 좋겠지 우리 애도 예전에 언어치료 받았거든
아 그렇구나 어디서 했어
집 근처에 좋은 클리닉이 있었어 덕분에 효과 많이 봤어
그러면 나도 한번 알아봐야겠다 어쨌든 고맙다
천만에 언제든지 또 연락해 바람 때문에 잘 안 들렸지만 조심히 들어가
알겠어 조심히 가 하늘아 나중에 또 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '아이 발달 관련 정보 공유', 'tone': '협조적', 'topic': '육아 정보 공유', 'emotion': '협조적', 'call_environment': '실외', 'participants': ['차승민', '송하늘']}",육아 정보 공유,친구,아이 발달 관련 정보 공유,
"야 뭐해
지금 밖에 나와서 걷고 있어 너는
나도 나와서 산책 중이야
그래서 말인데 너 진로 고민 중이라며
어 맞아 요즘 그게 제일 큰 고민이야
음 그러면 어떤 쪽으로 생각하고 있어
그게 아직 확실하진 않은데 마케팅 쪽이 끌리긴 해
오 좋은 선택인 것 같은데 그쪽은 경쟁이 치열하잖아
맞아 그래서 좀 걱정돼
근데 네 성격이면 잘할 것 같아 주도적으로 움직이는 거 잘하잖아
하하 고마워 네 조언 듣고 나니 좀 자신감이 생겼어
진짜 잘될 거야 너무 걱정 말고
응 고마워 그렇게 말해주니까 마음이 놓인다",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '진로 관련 경험과 조언 공유', 'tone': '진지함', 'topic': '진로 상담', 'emotion': '고민', 'call_environment': '실외', 'participants': ['신하성', '박민석']}",진로 상담 모임,친구,진로 관련 경험과 조언 공유,
"야 뭐해 지금
나 카페에 있어 이쪽 좀 시끄러운데 괜찮아
어 괜찮아 나도 시끄러운 데 있어서
있잖아 진로 상담 모임 이번에 참석했어
어 들었어 어땠어
솔직히 도움이 많이 됐어 여러 사람들 경험 들으면서 생각이 많아지더라
그래 나도 그런 거 들어보면 확실히 더 감이 오는 거 같아
맞아 특히 누군가가 말하던데 자신이 경험한 걸 그대로 얘기해주니까 현실감 있더라고
그게 진짜 중요하지 말로만 듣는 것과는 다르잖아
그러니까 나도 그런 경험 좀 많이 들어보고 싶어
맞아 나도 기회가 있으면 참석해보려고 이번에 오랜만에 들어가서 신선했어
오 좋지 나중에 또 같이 가자
그래 좋아 그럼 나중에 봐
그래 조심히 들어가라",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '진로 상담 경험 공유', 'tone': '진지함', 'topic': '진로 관련 경험과 조언', 'emotion': '진지함', 'call_environment': '시끄러운 실내', 'participants': ['구지헌', '서지헌']}",진로 상담 모임,친구,진로 관련 경험과 조언 공유,
"어 요즘 공부는 어때
음 괜찮아 학교 다닐 만해
다행이다 선생님 말씀도 잘 듣고 있지
응 그렇지 뭐 특별한 건 없어
그럼 스트레스 안 받고 잘 다니면 좋겠다
맞아 그래도 가끔 힘들긴 해
그래 알지 근데 너 공부 방법 뭐가 좋은 것 같아
나는 일단 노트 정리하는 게 제일 효과적이야
오 좋은데 그러면 성적도 잘 나오겠네
응 좀 나아지고 있어 사실 고마워
너한테 도움 된다니 기쁘다 나중에 또 얘기하자
그래 연락할게 고마워",0,"{'conversation_type': 'casual_normal', 'relationship': '가족', 'context': '학습 방법 및 학교 생활 공유', 'tone': '진지함', 'topic': '학습 및 학교 생활', 'emotion': '관심', 'call_environment': '조용한 공공장소', 'participants': ['송다은', '하지현']}",자녀 학습 상담,가족,학습 방법 및 학교 생활 공유,
"어 학교 생활은 좀 어때
그냥 그래 공부가 좀 힘들긴 해
음 괜찮아 곧 익숙해질 거야
근데 요즘 왜 이렇게 지치는지 모르겠어
너무 무리하지 말고 너만의 페이스로 해봐
그게 말이야 학습 방법을 좀 바꿔볼까 해
음 어떤 방법 생각하고 있는데
인터넷 강의 좀 들으면서 해볼까 싶어
오 괜찮네 그게 편할 수도 있겠다
그래서 좀 더 계획적으로 해보려고
응 그리하면 좋을 것 같아
그래서 말이야 좀 더 효율적으로 하고 싶어
응 많이 도와줄게 필요할 때 말해
고마워 많이 도움 돼
나중에 또 얘기하자 연락할게",0,"{'conversation_type': 'casual_normal', 'relationship': '가족', 'context': '학습 방법 및 학교 생활 공유', 'tone': '진지함', 'topic': '학습 방법 및 학교 생활', 'emotion': '진지함', 'call_environment': '조용한 공공장소', 'participants': ['류재원', '강지헌']}",자녀 학습 상담,가족,학습 방법 및 학교 생활 공유,
"엄 너 요즘 어떻게 지내
아 그냥 그래 집안일이 많아서 좀 피곤해
그러게 힘들지 요즘에는 어머님이랑 어떻게 지내
음 별로 달라진 건 없고 그냥 서로 좀 불편한 상태야
음 그게 힘들겠다 중간에서 어떻게 해야 할지 애매하지 않아
응 맞아 중간에서 조율하려고 해도 쉽지가 않더라고
그렇지 내가 봤을 때는 서로 대화를 더 많이 해보는 게 좋을 것 같아
그러려고 노력하는데 가끔씩 참 어렵더라
그러지 뭐 참 힘든 상황인데 서로 조금씩 이해하려고 노력하면 좋을 것 같아
그래 맞아 그렇게 하려고 노력할게
응 화이팅이야 언제든지 힘들면 나한테 말해
고마워 너도 바쁠 텐데 이렇게 전화해줘서
아니야 나중에 얘기 또 하자
응 그래 고마워",0,"{'conversation_type': 'casual_normal', 'relationship': '가족', 'context': '상담', 'tone': '진지함', 'topic': '고부 갈등', 'emotion': '이해와 지지', 'call_environment': '조용한 공공장소', 'participants': ['남민하', '우라윤']}",고부 갈등 상담,가족,서로의 입장 이해와 해결책 논의,
"야 지금 통화 괜찮아
어 괜찮아 집에서 쉬고 있어
저번에 그 얘기했었잖아 어머니랑 좀 갈등이 있어서
아 맞다 그거 때문에 힘들다고 했었지
응 최근에 좀 나아졌어
어떻게 해결했어
서로 얘기 잘 들어보고 이해하려고 노력했어
그게 중요하지 너도 많이 노력했겠다
맞아 처음엔 어려웠는데 점점 나아지더라고
그래도 다행이다 잘 해결돼서
응 앞으로도 계속 노력해야 할 것 같아
내가 옆에서 도와줄게 필요하면 언제든 말해
고마워 큰 힘이 돼
아냐 가족이잖아
그럼 다음에 또 얘기하자
그래 들어줘서 고마워
나중에 보자",0,"{'conversation_type': 'casual_normal', 'relationship': '가족', 'context': '갈등 해결', 'tone': '진지함', 'topic': '고부 갈등', 'emotion': '이해', 'call_environment': '조용한 실내', 'participants': ['하승호', '우민하']}",고부 갈등 상담,가족,서로의 입장 이해와 해결책 논의,
"야 뭐해
어 나 지금 공원 나와 있어
아 바람 불지 않냐
맞아 너무 좋다
저기 말인데 집 좀 꾸미려고 하는데 아이디어 좀 줘봐
음 그럼 화분 같은 거 몇 개 놓는 건 어때
오 좋네 거실에 작은 화분 몇 개 놓으면 좋겠다
그리고 벽에 그림 같은 거 걸면 어때
그것도 좋다 어디서 좋은 그림 찾을 수 있을까
그건 온라인에서 검색해보면 많이 나올 거야
아 그렇구나 집이 더 예뻐질 것 같아
응 분명 그렇게 될 거야 하하
고마워 아이디어 좋은데
재밌는 일 있으면 또 알려줘
그럼 나중에 보자
그래 연락해",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '집 꾸미기 아이디어 논의', 'tone': '즐거움', 'topic': '집들이 인테리어 아이디어 공유', 'emotion': '즐거움', 'call_environment': '실외', 'participants': ['임예진', '민지호']}",집들이 인테리어 아이디어 공유,친구,집 꾸미기 아이디어 논의,
"야 뭐해
어 나 지금 공원 산책 중이야 바람 좋아
아 날씨 진짜 좋다 나도 좀 나갈 걸 그랬나
그니까 근데 지금 전화한 건 말이야 지난번에 얘기했던 집 꾸미기 아이디어 좀 더 공유해보고 싶은데
오 좋아 어떤 거야
그 요즘 식물 많이 키우잖아 그래서 좀 큰 거실 화분을 두면 어떨까
오 화분 좋지 거실 분위기가 확 살아날 것 같아
그치 그리고 소파 앞에 작은 러그도 놓으면 아늑할 듯
어 맞아 맞아 러그 하나쯤은 있어야지
그리고 벽에는 그림 몇 개 걸어보는 것도 괜찮을 듯
오 멋지다 그림은 어떤 거
음 자연 풍경이나 추상화 같은 거 어때 약간 릴랙스한 느낌으로
좋아 잘 어울릴 것 같아 완전 자연 감성 하하
하하 그러게 그럼 나중에 우리 같이 쇼핑도 가자
그래 그럼 바람 쐬고 와서 집들이 준비해 보자
좋아 그럼 나중에 봐 연락할게",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '집 꾸미기 아이디어 논의', 'tone': '즐거움', 'topic': '집들이 인테리어 아이디어 공유', 'emotion': '즐거움', 'call_environment': '실외', 'participants': ['강세은', '권수아']}",집들이 인테리어 아이디어 공유,친구,집 꾸미기 아이디어 논의,
"야 뭐해
어 나 지금 카페인데 사람 많아서 좀 시끄러워
음 그래 거기 시끄럽네
응 잠깐 조용한 데로 옮길게
어 괜찮아
이번에 새로 들은 인문학 강의가 있는데 추천해 주려고
오 진짜 어떤 강의인데
역사와 철학의 관계에 대해 다루는 내용이야 교수님이 진짜 논리적으로 설명해 줘
그거 좋다 나도 요즘 그런 거 관심 있었는데
맞아 너한테 딱일 거 같아서 추천하는 거야
고마워 언제 하는 건데
다음 주 화요일 저녁 7시 온라인 강의로 들어가면 돼
나도 같이 들을게
좋아 그럼 나중에 강의 듣고 얘기하자
그래 얘기 많이 나눠보자",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '인문학 강의 추천', 'tone': '논리적', 'topic': '인문학 관련 강의 추천 공유', 'emotion': '즐거움', 'call_environment': '시끄러운 실내', 'participants': ['권주호', '황수빈']}",인문학 강의 추천,친구,인문학 관련 강의 추천 공유,
